pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
04890,Elinor,John Dashwood,799,802,you surprise me i should think it must nearly have escaped her memory by this time,choice how do you mean,John Dashwood,F,major,M,intermediate,SenseAndSensibility,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0
04891,Elinor,John Dashwood,801,644,the lady i suppose has no choice in the affair,he likes you i observed him narrowly and am convinced of it what is the amount of his fortune,John Dashwood,F,major,M,intermediate,SenseAndSensibility,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1
04892,Elinor,John Dashwood,803,666,i only mean that i suppose from your manner of speaking it must be the same to miss morton whether she marry edward or robert,i am sorry for that at her time of life any thing of an illness destroys the bloom for ever hers has been a very short one she was as handsome a girl last september as i ever saw and as likely to attract the man there was something in her style of beauty to please them particularly i remember fanny used to say that she would marry sooner and better than you did not but what she is exceedingly fond of you but so it happened to strike her she will be mistaken however i question whether marianne now will marry a man worth more than five or six hundred a year at the utmost and i am very much deceived if you do not do better dorsetshire i know very little of dorsetshire but my dear elinor i shall be exceedingly glad to know more of it and i think i can answer for your having fanny and myself among the earliest and best pleased of your visitors i shall have a charming account to carry to fanny lady middleton is really a most elegant woman such a woman as i am sure fanny will be glad to know and mrs jennings too an exceedingly well behaved woman though not so elegant as her daughter your sister need not have any scruple even of visiting her which to say the truth has been a little the case and very naturally for we only knew that mrs jennings was the widow of a man who had got all his money in a low way and fanny and mrs ferrars were both strongly prepossessed that neither she nor her daughters were such kind of women as fanny would like to associate with but now i can carry her a most satisfactory account of both,John Dashwood,F,major,M,intermediate,SenseAndSensibility,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
04893,Mrs. Ferrars,Fanny,669,670,hum very pretty,they are very pretty ma am an t they do you not think they are something in miss morton s style of painting ma am she does paint most delightfully how beautifully her last landscape is done,Anne Steele; Colonel Brandon; Elinor; Fanny; John Dashwood; John Middleton; Lady Middleton; Lucy Steele; Marianne; Mrs. Jennings,F,minor,F,minor,SenseAndSensibility,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1
04894,Fanny,Mrs. Ferrars,670,671,they are very pretty ma am an t they do you not think they are something in miss morton s style of painting ma am she does paint most delightfully how beautifully her last landscape is done,beautifully indeed but she does every thing well,Anne Steele; Colonel Brandon; Elinor; John Dashwood; John Middleton; Lady Middleton; Lucy Steele; Marianne; Mrs. Ferrars; Mrs. Jennings,F,minor,F,minor,SenseAndSensibility,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
04895,Mrs. Ferrars,Marianne,671,674,beautifully indeed but she does every thing well,dear dear elinor don t mind them don t let them make you unhappy,Anne Steele; Colonel Brandon; Elinor; Fanny; John Dashwood; John Middleton; Lady Middleton; Lucy Steele; Marianne; Mrs. Jennings,F,minor,F,major,SenseAndSensibility,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
04896,Mrs. Ferrars,Marianne,673,672,miss morton is lord morton s daughter,this is admiration of a very particular kind what is miss morton to us who knows or who cares for her it is elinor of whom we think and speak,Anne Steele; Colonel Brandon; Elinor; Fanny; John Dashwood; John Middleton; Lady Middleton; Lucy Steele; Marianne; Mrs. Jennings,F,minor,F,major,SenseAndSensibility,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0
04897,Marianne,Mrs. Ferrars,672,673,this is admiration of a very particular kind what is miss morton to us who knows or who cares for her it is elinor of whom we think and speak,miss morton is lord morton s daughter,Anne Steele; Colonel Brandon; Elinor; Fanny; John Dashwood; John Middleton; Lady Middleton; Lucy Steele; Mrs. Ferrars; Mrs. Jennings,F,major,F,minor,SenseAndSensibility,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
04898,Mrs. Jennings,John Dashwood,675,719,ah poor dear,i would by no means speak disrespectfully of any relation of yours madam miss lucy steele is i dare say a very deserving young woman but in the present case you know the connection must be impossible and to have entered into a secret engagement with a young man under her uncle s care the son of a woman especially of such very large fortune as mrs ferrars is perhaps altogether a little extraordinary in short i do not mean to reflect upon the behaviour of any person whom you have a regard for mrs jennings we all wish her extremely happy and mrs ferrars s conduct throughout the whole has been such as every conscientious good mother in like circumstances would adopt it has been dignified and liberal edward has drawn his own lot and i fear it will be a bad one,Anne Steele; Colonel Brandon; Elinor; Fanny; John Dashwood; John Middleton; Lady Middleton; Lucy Steele; Marianne; Mrs. Ferrars,F,intermediate,M,intermediate,SenseAndSensibility,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
04899,Mrs. Jennings,John Dashwood,718,723,then he has acted like an honest man i beg your pardon mr dashwood but if he had done otherwise i should have thought him a rascal i have some little concern in the business as well as yourself for lucy steele is my cousin and i believe there is not a better kind of girl in the world nor one who more deserves a good husband,what indeed ma am it is a melancholy consideration born to the prospect of such affluence i cannot conceive a situation more deplorable the interest of two thousand pounds how can a man live on it and when to that is added the recollection that he might but for his own folly within three months have been in the receipt of two thousand five hundred a year for miss morton has thirty thousand pounds i cannot picture to myself a more wretched condition we must all feel for him and the more so because it is totally out of our power to assist him,Elinor; John Dashwood; Marianne,F,intermediate,M,intermediate,SenseAndSensibility,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
04900,Mrs. Jennings,John Dashwood,720,725,well sir and how did it end,if he would only have done as well by himself as all his friends were disposed to do by him he might now have been in his proper situation and would have wanted for nothing but as it is it must be out of anybody s power to assist him and there is one thing more preparing against him which must be worse than all his mother has determined with a very natural kind of spirit to settle that estate upon robert immediately which might have been edward s on proper conditions i left her this morning with her lawyer talking over the business,Elinor; John Dashwood; Marianne,F,intermediate,M,intermediate,SenseAndSensibility,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
04901,Mrs. Jennings,John Dashwood,722,676,poor young man and what is to become of him,poor marianne she has not such good health as her sister she is very nervous she has not elinor s constitution and one must allow that there is something very trying to a young woman who has been a beauty in the loss of her personal attractions you would not think it perhaps but marianne was remarkably handsome a few months ago quite as handsome as elinor now you see it is all gone,Elinor; John Dashwood; Marianne,F,intermediate,M,intermediate,SenseAndSensibility,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
