A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
Irma,Mr. Herriton,314,316,aunt harriet uncle phil grandmamma what do you suppose my little brother is doing now has he begun to play do italian babies talk sooner than us or would he be an english baby born abroad oh i do long to see him and be the first to teach him the ten commandments and the catechism,a living brother is more to her than a dead mother she can knit him socks,Harriet; Mr. Herriton; Mrs. Herriton,F,minor,M,major,WhereAngelsFearToTread
Mrs. Herriton,Harriet,323,325,i got up without saying anything,he is the devil,Harriet; Mr. Herriton,F,intermediate,F,major,WhereAngelsFearToTread
Harriet,Mrs. Herriton,327,329,i will thank you not to scoff against religion think of that poor baby irma is right to pray for him what an entrance into life for an english child,don t dear and harriet don t be so serious i mean not so serious when you are with irma she will be worse than ever if she thinks we have something to hide,Mr. Herriton; Mrs. Herriton,F,major,F,intermediate,WhereAngelsFearToTread
Mr. Herriton,Mrs. Herriton,328,330,my dear sister i can reassure you firstly the beastly baby is italian secondly it was promptly christened at santa deodata s and a powerful combination of saints watch over,i cannot think what his motive is in sending them,Harriet; Mrs. Herriton,M,major,F,intermediate,WhereAngelsFearToTread
Mrs. Herriton,Mr. Herriton,329,331,don t dear and harriet don t be so serious i mean not so serious when you are with irma she will be worse than ever if she thinks we have something to hide,do you suppose that he guesses the situation how anxious we are to hush the scandal up,Harriet; Mr. Herriton,F,intermediate,M,major,WhereAngelsFearToTread
Mr. Herriton,Mrs. Herriton,337,339,who s to watch her at school though she may bubble out any moment,yes it is all very sad my daughter in law made a very unhappy marriage as i dare say you know i suppose that the child will be educated in italy possibly his grandmother may be doing something but i have not heard of it i do not expect that she will have him over she disapproves of the father it is altogether a painful business for her,Mrs. Herriton,M,major,F,intermediate,WhereAngelsFearToTread
Mrs. Herriton,Mr. Herriton,344,346,as far as i know no steps mrs theobald may have decided on something but i have not heard of it,the child is no relation of ours it is therefore scarcely for us to interfere,Caroline Abbott; Mr. Herriton,F,intermediate,M,major,WhereAngelsFearToTread
Caroline Abbott,Mrs. Herriton,345,347,i was meaning had you decided on anything,poor lilia was almost a daughter to me once i know what miss abbott means but now things have altered any initiative would naturally come from mrs theobald,Mr. Herriton; Mrs. Herriton,F,major,F,intermediate,WhereAngelsFearToTread
Mr. Herriton,Caroline Abbott,346,348,the child is no relation of ours it is therefore scarcely for us to interfere,but does not mrs theobald always take any initiative from you,Caroline Abbott; Mrs. Herriton,M,major,F,major,WhereAngelsFearToTread
Mrs. Herriton,Mr. Herriton,349,351,i sometimes have given her advice in the past i should not presume to do so now,it is extraordinarily good of you to take this unexpected interest,Caroline Abbott; Mr. Herriton,F,intermediate,M,major,WhereAngelsFearToTread
Mr. Herriton,Mrs. Herriton,351,353,it is extraordinarily good of you to take this unexpected interest,my dear caroline you must not brood over the thing let bygones be bygones the child should worry you even less than it worries us we never even mention it it belongs to another world,Caroline Abbott; Mrs. Herriton,M,major,F,intermediate,WhereAngelsFearToTread
Mrs. Herriton,Mr. Herriton,355,357,my dear how you throw about your money we would never allow it,is the young person mad never in my life have i seen such colossal impertinence she ought to be well smacked and sent back to sunday school but don t you see she is practically threatening us you can t put her off with mrs theobald she knows as well as we do that she is a nonentity if we don t do anything she s going to raise a scandal that we neglect our relatives c which is of course a lie still she ll say it oh dear sweet sober caroline abbott has a screw loose we knew it at monteriano i had my suspicions last year one day in the train and here it is again the young person is mad shall i go round at once and give it her well i d really enjoy it,Caroline Abbott; Mr. Herriton,F,intermediate,M,major,WhereAngelsFearToTread
Caroline Abbott,Mrs. Herriton,356,358,and if she decides on nothing please also let me know let me know in any case,caroline has been extremely impertinent yet there may be something in what she says after all ought the child to grow up in that place and with that father let us admit frankly that after all we may have responsibilities,Mr. Herriton; Mrs. Herriton,F,major,F,intermediate,WhereAngelsFearToTread
Mr. Herriton,Mrs. Herriton,363,365,you talk like harriet,i am planning what can be done and that kind caroline abbott is helping me it is no business of either of us but we are getting to feel that the baby must not be left entirely to that horrible man it would be unfair to little irma after all he is her half brother no we have come to nothing definite,Mrs. Herriton,M,major,F,intermediate,WhereAngelsFearToTread
Mr. Abbott,Caroline Abbott,372,374,very fine of mrs herriton very fine indeed i m afraid it will mean a lot of expense she will get nothing out of italy without paying,it depends,Caroline Abbott; Mr. Herriton,M,minor,F,major,WhereAngelsFearToTread
Mrs. Herriton,Mr. Herriton,396,398,harriet harriet shall go too harriet now will be invaluable,did mother explain it all to you,Mr. Herriton,F,intermediate,M,major,WhereAngelsFearToTread
The Landlady,Harriet,453,455,la prego piano piano c e un altra signorina che dorme,you caroline here of all people,Harriet; Mr. Herriton,F,minor,F,major,WhereAngelsFearToTread
Harriet,Mr. Herriton,455,457,you caroline here of all people,where does signor carella live,Caroline Abbott; Mr. Herriton,F,major,M,major,WhereAngelsFearToTread
Mr. Herriton,The Dogana Men,457,459,where does signor carella live,she will show you follow her always always and you will come to no harm she is a trustworthy guide she is my daughter cousin sister,The Dogana Men,M,major,M,minor,WhereAngelsFearToTread
Little Girl,Mr. Herriton,458,460,i ll show you,do you chance to know whether signor carella is in,Mr. Herriton; The Dogana Men,F,minor,M,major,WhereAngelsFearToTread
The Dogana Men,Little Girl,459,461,she will show you follow her always always and you will come to no harm she is a trustworthy guide she is my daughter cousin sister,that is perfetta,Little Girl; Mr. Herriton,M,minor,F,minor,WhereAngelsFearToTread
Mr. Herriton,Little Girl,465,467,why on earth did you say he was in,now perfetta has gone for her basket when she returns she will lower it so then you will put your card into it then she will raise it thus by this means,Little Girl,M,major,F,minor,WhereAngelsFearToTread
Mr. Herriton,Perfetta,466,468,when will he be back i shall have to leave a message,beautiful as an angel but who am i addressing,Little Girl; Perfetta,M,major,F,minor,WhereAngelsFearToTread
Little Girl,Mr. Herriton,467,469,now perfetta has gone for her basket when she returns she will lower it so then you will put your card into it then she will raise it thus by this means,thank you here is my card has a young lady happened to call here lately a young english lady a young lady pale large tall a young lady,Mr. Herriton,F,minor,M,major,WhereAngelsFearToTread
Perfetta,Little Girl,468,470,beautiful as an angel but who am i addressing,perfetta is deaf when she chooses,Little Girl; Mr. Herriton,F,minor,F,minor,WhereAngelsFearToTread
Mr. Herriton,Caroline Abbott,521,523,my dear sister you can t run on like that you don t buy a pair of gloves in two hours much less a baby,but harriet what if at first he was to refuse,Caroline Abbott; Harriet,M,major,F,major,WhereAngelsFearToTread
Caroline Abbott,Mr. Herriton,523,525,but harriet what if at first he was to refuse,i dare say it will be all right but as i told you i thought the man i met on the rocca a strange difficult man,Harriet; Mr. Herriton,F,major,M,major,WhereAngelsFearToTread
Mr. Herriton,Caroline Abbott,527,529,no harriet i ll try for the baby but for nothing else i promise to do that tomorrow and to do it in the way you wish but tonight as we re all tired we want a change of topic we want relaxation we want to go to the theatre,we should hardly enjoy it with the great interview impending,Caroline Abbott; Harriet,M,major,F,major,WhereAngelsFearToTread
Harriet,Mr. Herriton,528,530,theatres here and at such a moment,don t you think it s better than sitting in all the evening and getting nervous,Caroline Abbott; Mr. Herriton,F,major,M,major,WhereAngelsFearToTread
Caroline Abbott,Harriet,529,531,we should hardly enjoy it with the great interview impending,mother wouldn t like it it would be most unsuitable almost irreverent besides all that foreign theatres are notorious don t you remember those letters in the church family newspaper,Harriet; Mr. Herriton,F,major,F,major,WhereAngelsFearToTread
Harriet,Caroline Abbott,533,535,certainly one has so few opportunities of hearing music it is sure to be very bad but it might be better than sitting idle all the evening we have no book and i lost my crochet at florence,it is very kind of you mr herriton in some ways i should enjoy it but excuse the suggestion i don t think we ought to go to cheap seats,Caroline Abbott; Mr. Herriton,F,major,F,major,WhereAngelsFearToTread
Mr. Herriton,Harriet,534,536,good miss abbott you are coming too,good gracious me i should never have thought of that as likely as not we should have tried to save money and sat among the most awful people one keeps on forgetting this is italy,Caroline Abbott; Harriet,M,major,F,major,WhereAngelsFearToTread
Harriet,Mr. Herriton,536,538,good gracious me i should never have thought of that as likely as not we should have tried to save money and sat among the most awful people one keeps on forgetting this is italy,oh that ll be all right we ll go as we are and buy the best we can get monteriano is not formal we do all right,Caroline Abbott; Mr. Herriton,F,major,M,major,WhereAngelsFearToTread
Caroline Abbott,Mr. Herriton,541,543,most awfully,shut it,Harriet; Mr. Herriton,F,major,M,major,WhereAngelsFearToTread
Mr. Herriton,Caroline Abbott,543,545,shut it,it is tiresome but perhaps it isn t for us to interfere,Caroline Abbott; Harriet,M,major,F,major,WhereAngelsFearToTread
Caroline Abbott,Mr. Herriton,545,547,it is tiresome but perhaps it isn t for us to interfere,why it is the famous hot lady of the apennines the one who had never never before,Harriet; Mr. Herriton,F,major,M,major,WhereAngelsFearToTread
